444,947,4905690728.551415
582,338,3788270878.919157
570,343,3767457117.4368105
464,978,3655445067.768816
462,975,3232568982.518351
467,979,3176505254.155193
437,727,2983873529.973479
589,932,2960304755.591979
466,990,2627189532.6911907
371,800,2611178911.947937
374,462,2478083332.309371
434,727,2283792652.1826506
489,59,1994014498.5897825
565,343,1952757513.5051217
578,952,1886623043.9559517
603,129,1842656843.6179352
329,686,1730776983.386311
466,60,1638529091.3309863
389,819,1608768873.7293577
456,983,1606350452.2609878
509,61,1603454806.0606124
433,829,1578500107.6172795
555,784,1509162037.804994
623,815,1487725022.0328026
336,728,1444468966.174037
573,175,1420485058.613365
440,945,1386125025.5845144
583,341,1373629944.291136
613,940,1365629599.246552
550,327,1344129539.368834
528,58,1315855962.4032738
588,936,1304720198.5113869
557,782,1287053172.9655414
385,454,1230581946.3445616
396,723,1225755179.807139
633,56,1222752340.951489
462,993,1203247061.0062969
550,972,1194071261.7403455
552,993,1191521274.211226
380,655,1160985365.9615605
334,730,1152875176.2711515
566,940,1151912486.7651896
580,348,1148631040.4556797
350,798,1141880178.05509
584,59,1133022180.62791
633,54,1115322757.9181144
602,67,1108224150.6928782
372,622,1102498212.4466543
622,808,1098659657.182635
623,56,1097423841.496574
519,991,1090359293.0829043
368,715,1086771294.8835213
438,945,1071569028.0393208
582,59,1071303760.6787956
573,65,1061888797.4856746
526,61,1060441776.419389
453,72,1050157713.4761624
443,405,1049834548.5997534
365,657,1044963088.1024247
442,952,1040476290.2251751
516,461,1009621469.9855757
393,723,1003126643.9473126
547,974,998827754.3233409
602,137,987012674.1912208
395,655,975517533.1460056
564,329,975300362.342534
555,327,974365163.4887308
715,69,974333965.9747386
590,947,972306825.8263639
381,653,958697390.4661254
437,747,952563665.765045
589,345,947753884.1371019
321,577,946551408.552444
670,49,934490176.5094923
551,145,933331088.0528924
352,789,928804653.2336982
549,117,917639749.2790432
448,986,910087832.0680884
466,995,909500574.8359593
504,58,907836693.9322488
708,165,904920082.1345401
351,742,896586943.0429089
621,931,888917899.9811339
680,167,888878095.2319
284,487,876496744.0867755
347,743,876483200.0713142
503,56,871925165.9626889
617,933,869511851.9467229
606,770,864834792.0262762
510,588,859958692.281347
440,406,858322704.4706894
404,533,854932297.1897696
417,637,853259275.5816982
738,180,852388917.8993026
736,384,845315105.0549374
